"","workerID","precision","recall","fmeasure","num_annotations","dist","dist_cluster","num_workers","num_voters"
"1",1,0.972222222222222,0.752688172043011,0.848484848484849,144,0.007,0.008,1,1
"2",2,0.974193548387097,0.811827956989247,0.885630498533724,155,0.007,0.008,1,1
"3",3,0.974789915966387,0.623655913978495,0.760655737704918,119,0.007,0.008,1,1
"4",4,0.97391304347826,0.602150537634409,0.744186046511628,115,0.007,0.008,1,1
"5",5,0.986013986013986,0.758064516129032,0.857142857142857,143,0.007,0.008,1,1
"6",6,0.970760233918129,0.89247311827957,0.929971988795518,171,0.007,0.008,1,1
"7",7,0.99264705882353,0.725806451612903,0.838509316770186,136,0.007,0.008,1,1
"8",8,0.976744186046512,0.67741935483871,0.8,129,0.007,0.008,1,1
"9",9,0.92948717948718,0.779569892473118,0.847953216374269,156,0.007,0.008,1,1
"10",10,0.974193548387097,0.811827956989247,0.885630498533724,155,0.007,0.008,1,1
"11",11,0.962406015037594,0.688172043010753,0.802507836990596,133,0.007,0.008,1,1
"12",12,0.98780487804878,0.870967741935484,0.925714285714286,164,0.007,0.008,1,1
"13",13,1,0.752688172043011,0.858895705521472,140,0.007,0.008,1,1
"14",14,0.993589743589744,0.833333333333333,0.906432748538012,156,0.007,0.008,1,1
"15",15,0.946308724832215,0.758064516129032,0.84179104477612,149,0.007,0.008,1,1
"16",16,0.942446043165468,0.704301075268817,0.806153846153846,139,0.007,0.008,1,1
"17",17,0.974683544303797,0.827956989247312,0.895348837209302,158,0.007,0.008,1,1
"18",18,0.973684210526316,0.795698924731183,0.875739644970414,152,0.007,0.008,1,1
"19",19,0.991228070175439,0.60752688172043,0.753333333333333,114,0.007,0.008,1,1
"20",20,0.95266272189349,0.865591397849462,0.907042253521127,169,0.007,0.008,1,1
"21",21,0.985915492957746,0.752688172043011,0.853658536585366,142,0.007,0.008,1,1
"22",22,0.986206896551724,0.768817204301075,0.86404833836858,145,0.007,0.008,1,1
"23",23,0.903225806451613,0.602150537634409,0.72258064516129,124,0.007,0.008,1,1
"24",24,0.978723404255319,0.741935483870968,0.844036697247706,141,0.007,0.008,1,1
"25",25,0.992857142857143,0.747311827956989,0.852760736196319,140,0.007,0.008,1,1
"26",26,0.975155279503106,0.844086021505376,0.904899135446686,161,0.007,0.008,1,1
"27",27,0.992481203007519,0.709677419354839,0.827586206896552,133,0.007,0.008,1,1
"28",28,0.717171717171717,0.763440860215054,0.739583333333333,198,0.007,0.008,1,1
"29",29,0.99375,0.85483870967742,0.91907514450867,160,0.007,0.008,1,1
"30",30,0.98581560283688,0.747311827956989,0.850152905198777,141,0.007,0.008,1,1
"31",31,0.513513513513513,0.204301075268817,0.292307692307692,74,0.007,0.008,1,1
"32",32,0.97560975609756,0.860215053763441,0.914285714285714,164,0.007,0.008,1,1
"33",33,0.943502824858757,0.897849462365591,0.920110192837466,177,0.007,0.008,1,1
"34",34,0.972972972972973,0.774193548387097,0.862275449101796,148,0.007,0.008,1,1
